id	userid	odds	hits	z	trials	created_at	updated_at
536	bda1283c07	1.7001358506854	5	0.56	20	2023-06-12 08:50:28	2023-06-12 08:50:28
537	9e6cd99660	1.7001358506854	5	0.56	20	2023-06-12 13:02:08	2023-06-12 13:02:08
538	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-12 13:21:54	2023-06-12 13:21:54
539	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-12 13:22:41	2023-06-12 13:22:41
540	fff8c30e58	0.6990877008995	4	0.00	20	2023-06-12 13:23:06	2023-06-12 13:23:06
541	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-12 13:23:42	2023-06-12 13:23:42
542	4b0d1303da	0.074316130151886	2	-1.12	20	2023-06-12 20:03:07	2023-06-12 20:03:07
543	1309e0c93b	0.6990877008995	4	0.00	20	2023-06-12 20:47:25	2023-06-12 20:47:25
544	59b5d6e957	0.1	9	2.80	20	2023-06-13 04:28:30	2023-06-13 04:28:30
545	f519e5e8ad	0.25958023968945	3	-0.56	20	2023-06-13 05:28:37	2023-06-13 05:28:37
546	59b5d6e957	0.011663688215737	1	-1.68	20	2023-06-13 05:52:40	2023-06-13 05:52:40
547	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-13 06:36:28	2023-06-13 06:36:28
548	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-13 06:38:08	2023-06-13 06:38:08
549	59b5d6e957	4.1074553824682	6	1.12	20	2023-06-13 06:40:20	2023-06-13 06:40:20
550	fff8c30e58	1.7001358506854	5	0.56	20	2023-06-13 13:01:47	2023-06-13 13:01:47
551	fff8c30e58	0.25958023968945	3	-0.56	20	2023-06-13 13:03:18	2023-06-13 13:03:18
552	fff8c30e58	0.1	9	2.80	20	2023-06-13 13:03:59	2023-06-13 13:03:59
553	551ffb1b22	0.6990877008995	4	0.00	20	2023-06-13 13:28:56	2023-06-13 13:28:56
554	7d83126d79	0.6990877008995	4	0.00	20	2023-06-13 17:15:42	2023-06-13 17:15:42
555	65fc3500be	0.25958023968945	3	-0.56	20	2023-06-13 23:28:59	2023-06-13 23:28:59
556	8c0e8dcf0f	1.7001358506854	5	0.56	20	2023-06-14 00:39:42	2023-06-14 00:39:42
557	8c0e8dcf0f	0.25958023968945	3	-0.56	20	2023-06-14 00:43:17	2023-06-14 00:43:17
558	54e9c8b08d	0.1	8	2.24	20	2023-06-14 01:46:13	2023-06-14 01:46:13
559	59b5d6e957	1.7001358506854	5	0.56	20	2023-06-14 06:17:06	2023-06-14 06:17:06
560	59b5d6e957	0.25958023968945	3	-0.56	20	2023-06-14 06:41:26	2023-06-14 06:41:26
561	59b5d6e957	1.7001358506854	5	0.56	20	2023-06-14 06:43:24	2023-06-14 06:43:24
562	59b5d6e957	0.6990877008995	4	0.00	20	2023-06-14 07:39:28	2023-06-14 07:39:28
563	59b5d6e957	0.074316130151886	2	-1.12	20	2023-06-14 07:41:19	2023-06-14 07:41:19
564	59b5d6e957	4.1074553824682	6	1.12	20	2023-06-14 07:42:57	2023-06-14 07:42:57
565	fff8c30e58	4.1074553824682	6	1.12	20	2023-06-14 13:44:36	2023-06-14 13:44:36
