id	userid	steps	z	trials	created_at	updated_at
619	9eb0d040ef	29	0.07	10	2023-06-02 11:00:50	2023-06-02 11:00:50
620	9eb0d040ef	27	0.21	10	2023-06-02 11:01:19	2023-06-02 11:01:19
621	9eb0d040ef	35	-0.35	10	2023-06-02 11:01:45	2023-06-02 11:01:45
622	9eb0d040ef	27	0.21	10	2023-06-02 11:02:04	2023-06-02 11:02:04
623	9eb0d040ef	40	-0.71	10	2023-06-02 11:02:35	2023-06-02 11:02:35
624	9eb0d040ef	37	-0.49	10	2023-06-02 11:03:00	2023-06-02 11:03:00
625	9eb0d040ef	27	0.21	10	2023-06-02 11:03:20	2023-06-02 11:03:20
626	9eb0d040ef	30	0.00	10	2023-06-02 11:03:43	2023-06-02 11:03:43
627	9eb0d040ef	33	-0.21	10	2023-06-02 11:04:06	2023-06-02 11:04:06
628	9eb0d040ef	27	0.21	10	2023-06-02 11:04:27	2023-06-02 11:04:27
629	9eb0d040ef	29	0.07	10	2023-06-02 11:04:49	2023-06-02 11:04:49
630	9eb0d040ef	28	0.14	10	2023-06-02 11:05:09	2023-06-02 11:05:09
631	9eb0d040ef	28	0.14	10	2023-06-02 11:05:40	2023-06-02 11:05:40
632	9eb0d040ef	21	0.64	10	2023-06-02 11:05:57	2023-06-02 11:05:57
633	9eb0d040ef	29	0.07	10	2023-06-02 11:06:24	2023-06-02 11:06:24
634	9eb0d040ef	41	-0.78	10	2023-06-02 11:06:53	2023-06-02 11:06:53
635	9eb0d040ef	36	-0.42	10	2023-06-02 11:07:17	2023-06-02 11:07:17
636	9eb0d040ef	30	0.00	10	2023-06-02 11:07:39	2023-06-02 11:07:39
637	9eb0d040ef	31	-0.07	10	2023-06-02 11:08:02	2023-06-02 11:08:02
638	9eb0d040ef	27	0.21	10	2023-06-02 11:08:23	2023-06-02 11:08:23
639	9eb0d040ef	34	-0.28	10	2023-06-02 11:08:48	2023-06-02 11:08:48
640	9eb0d040ef	33	-0.21	10	2023-06-02 11:09:11	2023-06-02 11:09:11
641	9eb0d040ef	29	0.07	10	2023-06-02 11:09:31	2023-06-02 11:09:31
642	07d6265486	27	0.21	10	2023-06-02 12:08:15	2023-06-02 12:08:15
643	07d6265486	36	-0.42	10	2023-06-02 12:16:20	2023-06-02 12:16:20
644	fff8c30e58	37	-0.49	10	2023-06-02 14:38:15	2023-06-02 14:38:15
645	d2dd8d1064	42	-0.85	10	2023-06-02 15:15:10	2023-06-02 15:15:10
646	d2dd8d1064	29	0.07	10	2023-06-02 15:15:40	2023-06-02 15:15:40
647	d2dd8d1064	26	0.28	10	2023-06-02 15:16:08	2023-06-02 15:16:08
648	d2dd8d1064	32	-0.14	10	2023-06-02 15:16:39	2023-06-02 15:16:39
649	d2dd8d1064	34	-0.28	10	2023-06-02 15:17:17	2023-06-02 15:17:17
650	d2dd8d1064	29	0.07	10	2023-06-02 15:17:45	2023-06-02 15:17:45
651	d2dd8d1064	29	0.07	10	2023-06-02 15:18:18	2023-06-02 15:18:18
652	d2dd8d1064	33	-0.21	10	2023-06-02 15:18:50	2023-06-02 15:18:50
653	d2dd8d1064	32	-0.14	10	2023-06-02 15:19:42	2023-06-02 15:19:42
654	d2dd8d1064	35	-0.35	10	2023-06-02 15:20:12	2023-06-02 15:20:12
655	d2dd8d1064	29	0.07	10	2023-06-02 15:20:52	2023-06-02 15:20:52
656	9eb0d040ef	38	-0.57	10	2023-06-02 15:52:22	2023-06-02 15:52:22
657	9eb0d040ef	28	0.14	10	2023-06-02 15:52:45	2023-06-02 15:52:45
658	9eb0d040ef	33	-0.21	10	2023-06-02 15:53:08	2023-06-02 15:53:08
659	9eb0d040ef	30	0.00	10	2023-06-02 15:53:30	2023-06-02 15:53:30
660	9eb0d040ef	29	0.07	10	2023-06-02 15:53:52	2023-06-02 15:53:52
661	9eb0d040ef	35	-0.35	10	2023-06-02 15:54:16	2023-06-02 15:54:16
662	9eb0d040ef	25	0.35	10	2023-06-02 15:54:36	2023-06-02 15:54:36
663	9eb0d040ef	28	0.14	10	2023-06-02 15:54:58	2023-06-02 15:54:58
664	9eb0d040ef	31	-0.07	10	2023-06-02 15:55:19	2023-06-02 15:55:19
665	9eb0d040ef	32	-0.14	10	2023-06-02 15:55:44	2023-06-02 15:55:44
666	9eb0d040ef	27	0.21	10	2023-06-02 15:56:05	2023-06-02 15:56:05
667	9eb0d040ef	30	0.00	10	2023-06-02 15:56:28	2023-06-02 15:56:28
668	9eb0d040ef	20	0.71	10	2023-06-02 15:56:44	2023-06-02 15:56:44
669	9eb0d040ef	29	0.07	10	2023-06-02 15:57:07	2023-06-02 15:57:07
670	9eb0d040ef	32	-0.14	10	2023-06-02 15:57:30	2023-06-02 15:57:30
671	9eb0d040ef	27	0.21	10	2023-06-02 15:57:51	2023-06-02 15:57:51
672	9eb0d040ef	34	-0.28	10	2023-06-02 15:58:19	2023-06-02 15:58:19
673	9eb0d040ef	26	0.28	10	2023-06-02 15:58:39	2023-06-02 15:58:39
674	9eb0d040ef	29	0.07	10	2023-06-02 15:59:01	2023-06-02 15:59:01
675	9eb0d040ef	26	0.28	10	2023-06-02 15:59:21	2023-06-02 15:59:21
676	9eb0d040ef	30	0.00	10	2023-06-02 15:59:52	2023-06-02 15:59:52
677	9eb0d040ef	30	0.00	10	2023-06-02 16:00:17	2023-06-02 16:00:17
678	9eb0d040ef	32	-0.14	10	2023-06-02 16:00:41	2023-06-02 16:00:41
679	9eb0d040ef	34	-0.28	10	2023-06-02 16:01:07	2023-06-02 16:01:07
680	9eb0d040ef	31	-0.07	10	2023-06-02 16:01:30	2023-06-02 16:01:30
681	9eb0d040ef	37	-0.49	10	2023-06-02 16:01:55	2023-06-02 16:01:55
682	9eb0d040ef	36	-0.42	10	2023-06-02 16:02:19	2023-06-02 16:02:19
683	9eb0d040ef	33	-0.21	10	2023-06-02 16:02:43	2023-06-02 16:02:43
684	9eb0d040ef	31	-0.07	10	2023-06-02 16:03:05	2023-06-02 16:03:05
685	9eb0d040ef	31	-0.07	10	2023-06-02 16:03:27	2023-06-02 16:03:27
686	07d6265486	29	0.07	10	2023-06-02 16:10:22	2023-06-02 16:10:22
687	9eb0d040ef	26	0.28	10	2023-06-02 16:13:50	2023-06-02 16:13:50
688	9eb0d040ef	30	0.00	10	2023-06-02 16:14:20	2023-06-02 16:14:20
689	9eb0d040ef	19	0.78	10	2023-06-02 16:14:37	2023-06-02 16:14:37
690	9eb0d040ef	37	-0.49	10	2023-06-02 16:15:10	2023-06-02 16:15:10
691	9eb0d040ef	30	0.00	10	2023-06-02 16:15:32	2023-06-02 16:15:32
692	9eb0d040ef	29	0.07	10	2023-06-02 16:15:52	2023-06-02 16:15:52
693	9eb0d040ef	37	-0.49	10	2023-06-02 16:16:18	2023-06-02 16:16:18
694	9eb0d040ef	27	0.21	10	2023-06-02 16:16:39	2023-06-02 16:16:39
695	9eb0d040ef	16	0.99	10	2023-06-02 16:16:55	2023-06-02 16:16:55
696	9eb0d040ef	33	-0.21	10	2023-06-02 16:17:23	2023-06-02 16:17:23
697	9eb0d040ef	26	0.28	10	2023-06-02 16:17:43	2023-06-02 16:17:43
698	9eb0d040ef	22	0.57	10	2023-06-02 16:18:00	2023-06-02 16:18:00
699	9eb0d040ef	25	0.35	10	2023-06-02 16:18:19	2023-06-02 16:18:19
700	9eb0d040ef	23	0.49	10	2023-06-02 16:18:43	2023-06-02 16:18:43
701	9eb0d040ef	33	-0.21	10	2023-06-02 16:19:07	2023-06-02 16:19:07
702	9eb0d040ef	35	-0.35	10	2023-06-02 16:19:30	2023-06-02 16:19:30
703	9eb0d040ef	33	-0.21	10	2023-06-02 16:19:53	2023-06-02 16:19:53
704	9eb0d040ef	29	0.07	10	2023-06-02 16:20:15	2023-06-02 16:20:15
705	9eb0d040ef	31	-0.07	10	2023-06-02 16:20:38	2023-06-02 16:20:38
706	9eb0d040ef	29	0.07	10	2023-06-02 16:21:00	2023-06-02 16:21:00
707	9eb0d040ef	28	0.14	10	2023-06-02 16:21:20	2023-06-02 16:21:20
708	9eb0d040ef	27	0.21	10	2023-06-02 16:21:41	2023-06-02 16:21:41
709	9eb0d040ef	38	-0.57	10	2023-06-02 16:22:09	2023-06-02 16:22:09
710	f7682feb82	27	0.21	10	2023-06-02 16:27:02	2023-06-02 16:27:02
711	f7682feb82	25	0.35	10	2023-06-02 16:28:53	2023-06-02 16:28:53
712	07d6265486	39	-0.64	10	2023-06-02 18:18:03	2023-06-02 18:18:03
713	fff8c30e58	37	-0.49	10	2023-06-02 18:19:24	2023-06-02 18:19:24
714	fff8c30e58	28	0.14	10	2023-06-02 18:19:49	2023-06-02 18:19:49
715	fff8c30e58	34	-0.28	10	2023-06-02 18:20:20	2023-06-02 18:20:20
716	fff8c30e58	24	0.42	10	2023-06-02 18:20:40	2023-06-02 18:20:40
717	9eb0d040ef	35	-0.35	10	2023-06-02 19:27:47	2023-06-02 19:27:47
718	9eb0d040ef	24	0.42	10	2023-06-02 19:28:06	2023-06-02 19:28:06
719	9eb0d040ef	31	-0.07	10	2023-06-02 19:28:35	2023-06-02 19:28:35
720	9eb0d040ef	39	-0.64	10	2023-06-02 19:29:05	2023-06-02 19:29:05
721	9eb0d040ef	24	0.42	10	2023-06-02 19:29:23	2023-06-02 19:29:23
722	9eb0d040ef	32	-0.14	10	2023-06-02 19:29:47	2023-06-02 19:29:47
723	9eb0d040ef	34	-0.28	10	2023-06-02 19:30:10	2023-06-02 19:30:10
724	9eb0d040ef	28	0.14	10	2023-06-02 19:30:30	2023-06-02 19:30:30
725	9eb0d040ef	31	-0.07	10	2023-06-02 19:30:52	2023-06-02 19:30:52
726	9eb0d040ef	29	0.07	10	2023-06-02 19:31:12	2023-06-02 19:31:12
727	9eb0d040ef	32	-0.14	10	2023-06-02 19:31:35	2023-06-02 19:31:35
728	9eb0d040ef	35	-0.35	10	2023-06-02 19:31:59	2023-06-02 19:31:59
729	9eb0d040ef	34	-0.28	10	2023-06-02 19:32:24	2023-06-02 19:32:24
730	9eb0d040ef	28	0.14	10	2023-06-02 19:32:54	2023-06-02 19:32:54
731	07d6265486	22	0.57	10	2023-06-02 22:53:16	2023-06-02 22:53:16
732	b68f6fe9a2	26	0.28	10	2023-06-02 22:54:41	2023-06-02 22:54:41
733	9eb0d040ef	24	0.42	10	2023-06-03 03:44:17	2023-06-03 03:44:17
734	9eb0d040ef	26	0.28	10	2023-06-03 03:44:40	2023-06-03 03:44:40
735	9eb0d040ef	28	0.14	10	2023-06-03 03:45:19	2023-06-03 03:45:19
736	9eb0d040ef	28	0.14	10	2023-06-03 03:45:46	2023-06-03 03:45:46
737	9eb0d040ef	29	0.07	10	2023-06-03 03:46:08	2023-06-03 03:46:08
738	9eb0d040ef	30	0.00	10	2023-06-03 03:46:42	2023-06-03 03:46:42
739	9eb0d040ef	24	0.42	10	2023-06-03 03:47:01	2023-06-03 03:47:01
740	9eb0d040ef	38	-0.57	10	2023-06-03 03:47:41	2023-06-03 03:47:41
741	9eb0d040ef	27	0.21	10	2023-06-03 03:48:02	2023-06-03 03:48:02
742	9eb0d040ef	33	-0.21	10	2023-06-03 03:48:28	2023-06-03 03:48:28
743	9eb0d040ef	25	0.35	10	2023-06-03 03:48:47	2023-06-03 03:48:47
744	9eb0d040ef	32	-0.14	10	2023-06-03 03:49:23	2023-06-03 03:49:23
745	9eb0d040ef	32	-0.14	10	2023-06-03 03:49:47	2023-06-03 03:49:47
746	9eb0d040ef	30	0.00	10	2023-06-03 03:50:10	2023-06-03 03:50:10
747	9eb0d040ef	27	0.21	10	2023-06-03 03:50:30	2023-06-03 03:50:30
748	ff55040f59	28	0.14	10	2023-06-03 07:30:48	2023-06-03 07:30:48
749	fff8c30e58	29	0.07	10	2023-06-03 12:55:55	2023-06-03 12:55:55
750	fff8c30e58	29	0.07	10	2023-06-03 12:56:27	2023-06-03 12:56:27
751	07d6265486	43	-0.92	10	2023-06-03 14:26:06	2023-06-03 14:26:06
752	a59b028548	27	0.21	10	2023-06-03 17:24:37	2023-06-03 17:24:37
753	b68f6fe9a2	27	0.21	10	2023-06-03 18:30:35	2023-06-03 18:30:35
754	b68f6fe9a2	33	-0.21	10	2023-06-03 18:31:47	2023-06-03 18:31:47
755	b68f6fe9a2	25	0.35	10	2023-06-03 18:32:32	2023-06-03 18:32:32
756	b68f6fe9a2	28	0.14	10	2023-06-03 18:33:23	2023-06-03 18:33:23
757	b68f6fe9a2	30	0.00	10	2023-06-03 18:34:05	2023-06-03 18:34:05
758	b68f6fe9a2	32	-0.14	10	2023-06-03 18:34:49	2023-06-03 18:34:49
759	b68f6fe9a2	31	-0.07	10	2023-06-03 18:35:43	2023-06-03 18:35:43
760	b68f6fe9a2	39	-0.64	10	2023-06-03 18:36:32	2023-06-03 18:36:32
761	b68f6fe9a2	22	0.57	10	2023-06-03 18:37:10	2023-06-03 18:37:10
762	b68f6fe9a2	26	0.28	10	2023-06-03 18:37:52	2023-06-03 18:37:52
763	b68f6fe9a2	35	-0.35	10	2023-06-03 18:38:38	2023-06-03 18:38:38
764	1309e0c93b	36	-0.42	10	2023-06-03 23:19:17	2023-06-03 23:19:17
765	07d6265486	27	0.21	10	2023-06-04 01:35:16	2023-06-04 01:35:16
766	9eb0d040ef	30	0.00	10	2023-06-04 03:10:35	2023-06-04 03:10:35
767	9eb0d040ef	35	-0.35	10	2023-06-04 03:11:09	2023-06-04 03:11:09
768	9eb0d040ef	29	0.07	10	2023-06-04 03:11:39	2023-06-04 03:11:39
769	9eb0d040ef	29	0.07	10	2023-06-04 03:12:06	2023-06-04 03:12:06
770	9eb0d040ef	30	0.00	10	2023-06-04 03:12:33	2023-06-04 03:12:33
771	9eb0d040ef	26	0.28	10	2023-06-04 03:12:57	2023-06-04 03:12:57
772	9eb0d040ef	35	-0.35	10	2023-06-04 03:13:26	2023-06-04 03:13:26
773	9eb0d040ef	30	0.00	10	2023-06-04 03:13:53	2023-06-04 03:13:53
774	9eb0d040ef	29	0.07	10	2023-06-04 03:14:18	2023-06-04 03:14:18
775	9eb0d040ef	34	-0.28	10	2023-06-04 03:15:00	2023-06-04 03:15:00
776	9eb0d040ef	34	-0.28	10	2023-06-04 03:15:27	2023-06-04 03:15:27
777	9eb0d040ef	32	-0.14	10	2023-06-04 03:15:54	2023-06-04 03:15:54
778	9eb0d040ef	29	0.07	10	2023-06-04 03:16:18	2023-06-04 03:16:18
779	9eb0d040ef	32	-0.14	10	2023-06-04 03:16:45	2023-06-04 03:16:45
780	9eb0d040ef	35	-0.35	10	2023-06-04 03:17:12	2023-06-04 03:17:12
781	9eb0d040ef	21	0.64	10	2023-06-04 03:17:38	2023-06-04 03:17:38
782	9eb0d040ef	30	0.00	10	2023-06-04 03:18:11	2023-06-04 03:18:11
783	9eb0d040ef	28	0.14	10	2023-06-04 03:18:35	2023-06-04 03:18:35
784	9eb0d040ef	31	-0.07	10	2023-06-04 03:19:02	2023-06-04 03:19:02
785	9eb0d040ef	29	0.07	10	2023-06-04 03:19:25	2023-06-04 03:19:25
786	9eb0d040ef	24	0.42	10	2023-06-04 03:19:48	2023-06-04 03:19:48
787	9eb0d040ef	29	0.07	10	2023-06-04 03:20:22	2023-06-04 03:20:22
788	9eb0d040ef	32	-0.14	10	2023-06-04 03:20:49	2023-06-04 03:20:49
789	9eb0d040ef	21	0.64	10	2023-06-04 03:21:10	2023-06-04 03:21:10
790	9eb0d040ef	24	0.42	10	2023-06-04 03:21:38	2023-06-04 03:21:38
791	9eb0d040ef	40	-0.71	10	2023-06-04 03:22:16	2023-06-04 03:22:16
792	9eb0d040ef	26	0.28	10	2023-06-04 03:22:39	2023-06-04 03:22:39
793	9eb0d040ef	29	0.07	10	2023-06-04 03:23:05	2023-06-04 03:23:05
794	9eb0d040ef	40	-0.71	10	2023-06-04 03:23:44	2023-06-04 03:23:44
795	9eb0d040ef	34	-0.28	10	2023-06-04 03:24:10	2023-06-04 03:24:10
796	9eb0d040ef	34	-0.28	10	2023-06-04 03:24:35	2023-06-04 03:24:35
797	9eb0d040ef	24	0.42	10	2023-06-04 03:36:03	2023-06-04 03:36:03
798	9eb0d040ef	32	-0.14	10	2023-06-04 03:36:47	2023-06-04 03:36:47
799	9eb0d040ef	34	-0.28	10	2023-06-04 03:37:13	2023-06-04 03:37:13
800	9eb0d040ef	38	-0.57	10	2023-06-04 03:37:43	2023-06-04 03:37:43
801	9eb0d040ef	36	-0.42	10	2023-06-04 03:38:22	2023-06-04 03:38:22
802	fff8c30e58	39	-0.64	10	2023-06-04 14:03:20	2023-06-04 14:03:20
803	fff8c30e58	34	-0.28	10	2023-06-04 14:05:25	2023-06-04 14:05:25
804	fff8c30e58	31	-0.07	10	2023-06-04 14:05:49	2023-06-04 14:05:49
805	fff8c30e58	23	0.49	10	2023-06-04 14:06:11	2023-06-04 14:06:11
806	9eb0d040ef	30	0.00	10	2023-06-04 16:00:34	2023-06-04 16:00:34
807	9eb0d040ef	30	0.00	10	2023-06-04 16:01:04	2023-06-04 16:01:04
808	9eb0d040ef	31	-0.07	10	2023-06-04 16:01:32	2023-06-04 16:01:32
809	9eb0d040ef	33	-0.21	10	2023-06-04 16:02:03	2023-06-04 16:02:03
810	9eb0d040ef	29	0.07	10	2023-06-04 16:02:29	2023-06-04 16:02:29
811	9eb0d040ef	30	0.00	10	2023-06-04 16:02:54	2023-06-04 16:02:54
812	9eb0d040ef	28	0.14	10	2023-06-04 16:03:34	2023-06-04 16:03:34
813	9eb0d040ef	30	0.00	10	2023-06-04 16:04:14	2023-06-04 16:04:14
814	9eb0d040ef	29	0.07	10	2023-06-04 16:24:14	2023-06-04 16:24:14
815	9eb0d040ef	27	0.21	10	2023-06-04 16:24:40	2023-06-04 16:24:40
816	9eb0d040ef	36	-0.42	10	2023-06-04 16:25:25	2023-06-04 16:25:25
817	9eb0d040ef	27	0.21	10	2023-06-04 16:25:49	2023-06-04 16:25:49
818	9eb0d040ef	29	0.07	10	2023-06-04 16:26:13	2023-06-04 16:26:13
819	9eb0d040ef	30	0.00	10	2023-06-04 16:26:37	2023-06-04 16:26:37
820	9eb0d040ef	32	-0.14	10	2023-06-04 16:27:08	2023-06-04 16:27:08
821	9eb0d040ef	30	0.00	10	2023-06-04 16:27:30	2023-06-04 16:27:30
822	9eb0d040ef	30	0.00	10	2023-06-04 16:27:53	2023-06-04 16:27:53
823	9eb0d040ef	27	0.21	10	2023-06-04 16:28:15	2023-06-04 16:28:15
824	9eb0d040ef	34	-0.28	10	2023-06-04 16:28:40	2023-06-04 16:28:40
825	9eb0d040ef	28	0.14	10	2023-06-04 16:29:01	2023-06-04 16:29:01
826	9eb0d040ef	32	-0.14	10	2023-06-04 16:29:24	2023-06-04 16:29:24
827	9eb0d040ef	33	-0.21	10	2023-06-04 16:29:48	2023-06-04 16:29:48
828	9eb0d040ef	24	0.42	10	2023-06-04 16:30:06	2023-06-04 16:30:06
829	9eb0d040ef	34	-0.28	10	2023-06-04 16:30:31	2023-06-04 16:30:31
830	9eb0d040ef	21	0.64	10	2023-06-04 16:30:49	2023-06-04 16:30:49
831	9eb0d040ef	27	0.21	10	2023-06-04 16:31:16	2023-06-04 16:31:16
832	9eb0d040ef	30	0.00	10	2023-06-04 16:31:41	2023-06-04 16:31:41
833	9eb0d040ef	31	-0.07	10	2023-06-04 16:32:04	2023-06-04 16:32:04
834	9eb0d040ef	24	0.42	10	2023-06-04 16:32:23	2023-06-04 16:32:23
835	9eb0d040ef	26	0.28	10	2023-06-04 16:33:04	2023-06-04 16:33:04
836	9eb0d040ef	40	-0.71	10	2023-06-04 16:33:46	2023-06-04 16:33:46
837	9eb0d040ef	27	0.21	10	2023-06-04 16:34:07	2023-06-04 16:34:07
838	9eb0d040ef	40	-0.71	10	2023-06-04 16:34:37	2023-06-04 16:34:37
839	9eb0d040ef	25	0.35	10	2023-06-04 16:34:58	2023-06-04 16:34:58
840	9eb0d040ef	33	-0.21	10	2023-06-04 16:35:32	2023-06-04 16:35:32
841	9eb0d040ef	32	-0.14	10	2023-06-04 16:35:59	2023-06-04 16:35:59
842	9eb0d040ef	21	0.64	10	2023-06-04 16:36:17	2023-06-04 16:36:17
843	07d6265486	23	0.49	10	2023-06-05 02:26:16	2023-06-05 02:26:16
844	9eb0d040ef	27	0.21	10	2023-06-05 03:02:13	2023-06-05 03:02:13
845	9eb0d040ef	32	-0.14	10	2023-06-05 03:02:50	2023-06-05 03:02:50
846	9eb0d040ef	35	-0.35	10	2023-06-05 03:03:17	2023-06-05 03:03:17
847	9eb0d040ef	38	-0.57	10	2023-06-05 03:03:45	2023-06-05 03:03:45
848	9eb0d040ef	30	0.00	10	2023-06-05 03:04:08	2023-06-05 03:04:08
849	9eb0d040ef	30	0.00	10	2023-06-05 03:04:30	2023-06-05 03:04:30
850	9eb0d040ef	32	-0.14	10	2023-06-05 03:04:54	2023-06-05 03:04:54
851	9eb0d040ef	29	0.07	10	2023-06-05 03:05:17	2023-06-05 03:05:17
852	9eb0d040ef	29	0.07	10	2023-06-05 03:05:40	2023-06-05 03:05:40
853	9eb0d040ef	29	0.07	10	2023-06-05 03:06:03	2023-06-05 03:06:03
854	9eb0d040ef	33	-0.21	10	2023-06-05 03:06:28	2023-06-05 03:06:28
855	9eb0d040ef	27	0.21	10	2023-06-05 03:06:50	2023-06-05 03:06:50
856	9eb0d040ef	26	0.28	10	2023-06-05 03:07:20	2023-06-05 03:07:20
857	9eb0d040ef	24	0.42	10	2023-06-05 03:07:42	2023-06-05 03:07:42
858	9eb0d040ef	24	0.42	10	2023-06-05 03:08:10	2023-06-05 03:08:10
859	9eb0d040ef	28	0.14	10	2023-06-05 03:08:44	2023-06-05 03:08:44
860	9eb0d040ef	31	-0.07	10	2023-06-05 03:09:18	2023-06-05 03:09:18
861	9eb0d040ef	33	-0.21	10	2023-06-05 03:09:44	2023-06-05 03:09:44
862	9eb0d040ef	27	0.21	10	2023-06-05 03:10:05	2023-06-05 03:10:05
863	9eb0d040ef	23	0.49	10	2023-06-05 03:10:27	2023-06-05 03:10:27
864	9eb0d040ef	26	0.28	10	2023-06-05 03:11:08	2023-06-05 03:11:08
865	9eb0d040ef	26	0.28	10	2023-06-05 03:11:38	2023-06-05 03:11:38
866	9eb0d040ef	26	0.28	10	2023-06-05 03:12:14	2023-06-05 03:12:14
867	9eb0d040ef	29	0.07	10	2023-06-05 03:12:44	2023-06-05 03:12:44
868	9eb0d040ef	25	0.35	10	2023-06-05 03:13:05	2023-06-05 03:13:05
869	9eb0d040ef	30	0.00	10	2023-06-05 03:13:43	2023-06-05 03:13:43
870	9eb0d040ef	34	-0.28	10	2023-06-05 03:14:10	2023-06-05 03:14:10
871	9eb0d040ef	37	-0.49	10	2023-06-05 03:14:37	2023-06-05 03:14:37
872	9eb0d040ef	29	0.07	10	2023-06-05 03:14:59	2023-06-05 03:14:59
873	9eb0d040ef	29	0.07	10	2023-06-05 03:15:21	2023-06-05 03:15:21
874	9eb0d040ef	25	0.35	10	2023-06-05 03:15:42	2023-06-05 03:15:42
875	9eb0d040ef	30	0.00	10	2023-06-05 03:16:15	2023-06-05 03:16:15
876	9eb0d040ef	37	-0.49	10	2023-06-05 03:16:42	2023-06-05 03:16:42
877	9eb0d040ef	33	-0.21	10	2023-06-05 03:17:07	2023-06-05 03:17:07
878	9eb0d040ef	29	0.07	10	2023-06-05 03:17:31	2023-06-05 03:17:31
879	9eb0d040ef	32	-0.14	10	2023-06-05 03:17:56	2023-06-05 03:17:56
880	9eb0d040ef	31	-0.07	10	2023-06-05 03:18:19	2023-06-05 03:18:19
881	9eb0d040ef	34	-0.28	10	2023-06-05 03:18:46	2023-06-05 03:18:46
882	9eb0d040ef	31	-0.07	10	2023-06-05 03:19:08	2023-06-05 03:19:08
883	9eb0d040ef	38	-0.57	10	2023-06-05 03:19:35	2023-06-05 03:19:35
884	9eb0d040ef	33	-0.21	10	2023-06-05 03:20:00	2023-06-05 03:20:00
885	9eb0d040ef	28	0.14	10	2023-06-05 03:20:23	2023-06-05 03:20:23
886	9eb0d040ef	24	0.42	10	2023-06-05 03:20:43	2023-06-05 03:20:43
887	9eb0d040ef	41	-0.78	10	2023-06-05 03:21:13	2023-06-05 03:21:13
888	9eb0d040ef	23	0.49	10	2023-06-05 03:21:51	2023-06-05 03:21:51
889	9eb0d040ef	34	-0.28	10	2023-06-05 03:22:25	2023-06-05 03:22:25
890	9eb0d040ef	34	-0.28	10	2023-06-05 03:22:51	2023-06-05 03:22:51
891	9eb0d040ef	23	0.49	10	2023-06-05 03:23:11	2023-06-05 03:23:11
892	9eb0d040ef	35	-0.35	10	2023-06-05 03:23:38	2023-06-05 03:23:38
893	9eb0d040ef	25	0.35	10	2023-06-05 03:23:59	2023-06-05 03:23:59
894	9eb0d040ef	30	0.00	10	2023-06-05 03:24:29	2023-06-05 03:24:29
895	9eb0d040ef	30	0.00	10	2023-06-05 03:24:52	2023-06-05 03:24:52
896	9eb0d040ef	29	0.07	10	2023-06-05 03:25:16	2023-06-05 03:25:16
897	9eb0d040ef	22	0.57	10	2023-06-05 03:25:34	2023-06-05 03:25:34
898	9eb0d040ef	32	-0.14	10	2023-06-05 03:26:08	2023-06-05 03:26:08
899	9eb0d040ef	22	0.57	10	2023-06-05 03:26:28	2023-06-05 03:26:28
900	9eb0d040ef	34	-0.28	10	2023-06-05 03:27:05	2023-06-05 03:27:05
901	9eb0d040ef	31	-0.07	10	2023-06-05 03:27:29	2023-06-05 03:27:29
902	9eb0d040ef	26	0.28	10	2023-06-05 03:27:51	2023-06-05 03:27:51
903	9eb0d040ef	26	0.28	10	2023-06-05 03:28:12	2023-06-05 03:28:12
904	9eb0d040ef	28	0.14	10	2023-06-05 03:28:45	2023-06-05 03:28:45
905	9eb0d040ef	38	-0.57	10	2023-06-05 03:29:18	2023-06-05 03:29:18
906	9eb0d040ef	27	0.21	10	2023-06-05 03:29:40	2023-06-05 03:29:40
907	9eb0d040ef	37	-0.49	10	2023-06-05 03:30:09	2023-06-05 03:30:09
908	9eb0d040ef	32	-0.14	10	2023-06-05 03:30:34	2023-06-05 03:30:34
909	9eb0d040ef	26	0.28	10	2023-06-05 03:30:54	2023-06-05 03:30:54
910	9eb0d040ef	26	0.28	10	2023-06-05 03:31:16	2023-06-05 03:31:16
911	9eb0d040ef	29	0.07	10	2023-06-05 03:31:59	2023-06-05 03:31:59
912	9eb0d040ef	35	-0.35	10	2023-06-05 03:32:25	2023-06-05 03:32:25
913	9eb0d040ef	30	0.00	10	2023-06-05 03:32:47	2023-06-05 03:32:47
914	9eb0d040ef	28	0.14	10	2023-06-05 03:33:11	2023-06-05 03:33:11
915	9eb0d040ef	29	0.07	10	2023-06-05 03:33:34	2023-06-05 03:33:34
916	9eb0d040ef	33	-0.21	10	2023-06-05 03:33:57	2023-06-05 03:33:57
917	9eb0d040ef	24	0.42	10	2023-06-05 03:34:16	2023-06-05 03:34:16
918	9eb0d040ef	23	0.49	10	2023-06-05 03:34:35	2023-06-05 03:34:35
919	9eb0d040ef	27	0.21	10	2023-06-05 03:35:07	2023-06-05 03:35:07
920	9eb0d040ef	30	0.00	10	2023-06-05 04:01:47	2023-06-05 04:01:47
921	9eb0d040ef	34	-0.28	10	2023-06-05 04:02:13	2023-06-05 04:02:13
922	9eb0d040ef	35	-0.35	10	2023-06-05 04:02:37	2023-06-05 04:02:37
923	9eb0d040ef	25	0.35	10	2023-06-05 04:03:02	2023-06-05 04:03:02
924	9eb0d040ef	32	-0.14	10	2023-06-05 04:03:25	2023-06-05 04:03:25
925	9eb0d040ef	36	-0.42	10	2023-06-05 04:03:51	2023-06-05 04:03:51
926	9eb0d040ef	32	-0.14	10	2023-06-05 04:04:16	2023-06-05 04:04:16
